name,desc,star,fork,created_at,updated_at,lang
keeweb/keeweb,Free cross-platform password manager compatible with KeePass,11957,1086,2015-10-17T21:41:47Z,2024-01-30T04:17:11Z,JavaScript
GoogleChrome/workbox,📦 Workbox: JavaScript libraries for Progressive Web Apps,11947,926,2016-04-04T15:55:19Z,2024-01-29T07:12:34Z,JavaScript
vuejs/pinia,"🍍 Intuitive, type safe, light and flexible Store for Vue using the composition api with DevTools support",11946,942,2019-11-18T21:05:01Z,2024-01-30T03:06:50Z,TypeScript
google/blockly,The web-based visual programming editor.,11934,3658,2013-10-25T21:13:33Z,2024-01-29T20:38:41Z,TypeScript
mholt/PapaParse,Fast and powerful CSV (delimited text) parser that gracefully handles large files and malformed input,11916,1159,2013-10-07T20:33:21Z,2024-01-30T04:25:38Z,JavaScript
karma-runner/karma,Spectacular Test Runner for JavaScript,11912,1836,2011-10-12T07:55:46Z,2024-01-29T08:00:38Z,JavaScript
phobal/ivideo,一个可以观看国内主流视频平台所有视频的客户端（Mac、Windows、Linux） A client that can watch video of domestic(China) mainstream video platform,11902,3257,2018-04-17T06:59:08Z,2024-01-29T13:54:27Z,JavaScript
taye/interact.js,"JavaScript drag and drop, resizing and multi-touch gestures with inertia and snapping for modern browsers (and also IE9+)",11901,783,2012-10-21T10:05:19Z,2024-01-29T08:42:19Z,TypeScript
fkhadra/react-toastify,React notification made easy 🚀 !,11899,660,2016-11-08T12:32:52Z,2024-01-30T04:22:43Z,TypeScript
antvis/G2,📊 A concise and progressive visualization grammar.,11893,1605,2016-05-26T09:21:04Z,2024-01-29T20:45:10Z,TypeScript
callstack/react-native-paper,Material Design for React Native (Android & iOS),11865,2026,2016-10-19T05:56:53Z,2024-01-30T03:33:39Z,TypeScript
PrismJS/prism,"Lightweight, robust, elegant syntax highlighting.",11843,1315,2012-07-10T19:47:14Z,2024-01-30T03:05:28Z,JavaScript
NetEase/pomelo,"A fast,scalable,distributed game server framework for Node.js.",11832,2939,2012-09-20T02:37:07Z,2024-01-30T02:47:33Z,JavaScript
remarkjs/react-markdown,Markdown component for React,11812,860,2015-05-18T23:59:17Z,2024-01-30T00:49:24Z,JavaScript
vercel/vercel,Develop. Preview. Ship.,11806,2114,2016-09-09T01:12:08Z,2024-01-30T05:00:00Z,TypeScript
1995parham/github-do-not-ban-us,GitHub do not ban us from open source world :iran:,11796,1092,2019-07-25T06:23:42Z,2024-01-28T14:56:28Z,JavaScript
CodeSeven/toastr,Simple javascript toast notifications,11790,2098,2012-05-01T01:38:04Z,2024-01-29T04:13:49Z,JavaScript
peers/peerjs,Simple peer-to-peer with WebRTC,11786,1422,2012-12-23T07:28:47Z,2024-01-29T00:45:10Z,TypeScript
xiandanin/magnetW,[已失效，不再维护],11784,2159,2018-03-09T05:35:26Z,2024-01-30T00:47:32Z,JavaScript
downshift-js/downshift,"🏎 A set of primitives to build simple, flexible, WAI-ARIA compliant React autocomplete, combobox or select dropdown components.",11773,979,2017-07-25T14:31:42Z,2024-01-29T17:37:42Z,JavaScript
casesandberg/react-color,":art: Color Pickers from Sketch, Photoshop, Chrome, Github, Twitter & more",11767,953,2015-08-09T18:45:30Z,2024-01-29T11:31:33Z,JavaScript
aurelia/framework,"The Aurelia 1 framework entry point, bringing together all the required sub-modules of Aurelia.",11746,670,2014-12-10T19:22:29Z,2024-01-29T17:16:24Z,TypeScript
brianc/node-postgres,PostgreSQL client for node.js.,11727,1228,2010-10-15T23:05:50Z,2024-01-30T00:21:56Z,JavaScript
caprover/caprover,Scalable PaaS (automated Docker+nginx) - aka Heroku on Steroids,11725,796,2017-10-25T05:00:43Z,2024-01-29T20:06:38Z,TypeScript
shepherd-pro/shepherd,Guide your users through a tour of your app,11712,625,2013-12-17T06:30:27Z,2024-01-30T02:50:16Z,JavaScript
highcharts/highcharts,"Highcharts JS, the JavaScript charting framework",11708,3506,2010-06-11T12:23:53Z,2024-01-29T03:33:40Z,TypeScript
wenzhixin/bootstrap-table,"An extended table to integration with some of the most widely used CSS frameworks. (Supports Bootstrap, Semantic UI, Bulma, Material Design, Foundation, Vue.js)",11635,4492,2013-08-20T15:34:15Z,2024-01-28T08:31:46Z,JavaScript
denoland/fresh,The next-gen web framework.,11627,577,2021-05-07T14:42:26Z,2024-01-29T17:15:36Z,TypeScript
botpress/botpress,The open-source hub to build & deploy GPT/LLM Agents ⚡️,11579,1663,2016-11-16T21:57:59Z,2024-01-30T05:24:10Z,TypeScript
subquery/subql,"SubQuery is an Open, Flexible, Fast and Universal data indexing framework for web3. Our mission is to help developers create the decentralised products of the future.",11569,212,2020-12-15T02:31:38Z,2024-01-30T05:50:42Z,TypeScript
leanote/leanote,Not Just A Notepad! (golang + mongodb) http://leanote.org,11535,2514,2014-05-05T08:07:19Z,2024-01-29T23:04:19Z,JavaScript
nightwatchjs/nightwatch,Integrated end-to-end testing framework written in Node.js and using W3C Webdriver API. Developed at @browserstack,11522,1156,2012-03-17T21:28:18Z,2024-01-30T02:23:33Z,JavaScript
divamgupta/diffusionbee-stable-diffusion-ui,Diffusion Bee is the easiest way to run Stable Diffusion locally on your M1 Mac. Comes with a one-click installer. No dependencies or technical knowledge needed.,11518,562,2022-09-06T02:11:00Z,2024-01-29T20:46:57Z,JavaScript
muaz-khan/WebRTC-Experiment,"WebRTC, WebRTC and WebRTC. Everything here is all about WebRTC!!",11516,3972,2012-11-14T05:53:13Z,2024-01-30T00:12:47Z,JavaScript
atomiks/tippyjs,"Tooltip, popover, dropdown, and menu library",11503,595,2017-04-01T06:51:35Z,2024-01-30T04:41:35Z,JavaScript
CesiumGS/cesium,An open-source JavaScript library for world-class 3D globes and maps :earth_americas:,11502,3340,2012-03-02T22:27:14Z,2024-01-30T03:12:05Z,JavaScript
visgl/deck.gl,WebGL2 powered visualization framework,11485,2066,2015-12-15T08:38:29Z,2024-01-29T21:39:50Z,TypeScript
ikatyang/emoji-cheat-sheet,A markdown version emoji cheat sheet,11478,4523,2017-03-17T15:18:39Z,2024-01-30T04:09:45Z,TypeScript
usebruno/bruno,Opensource IDE For Exploring and Testing Api's (lightweight alternative to postman/insomnia),11451,480,2022-09-27T20:51:45Z,2024-01-30T04:53:42Z,JavaScript
luin/medis,"💻 Medis is a beautiful, easy-to-use Mac database management application for Redis.",11432,820,2015-10-12T14:19:35Z,2024-01-29T23:02:09Z,JavaScript
akiran/react-slick,React carousel component ,11410,2118,2014-11-16T05:14:39Z,2024-01-29T15:48:33Z,JavaScript
catppuccin/catppuccin,😸 Soothing pastel theme for the high-spirited!,11402,200,2021-11-06T02:11:59Z,2024-01-30T05:27:50Z,TypeScript
onivim/oni,Oni: Modern Modal Editing - powered by Neovim,11384,334,2016-11-16T14:42:55Z,2024-01-29T06:56:56Z,TypeScript
ag-grid/ag-grid,The best JavaScript Data Table for building Enterprise Applications. Supports React / Angular / Vue / Plain JavaScript.,11363,1814,2014-12-23T16:20:14Z,2024-01-29T10:00:11Z,TypeScript
akveo/blur-admin,AngularJS Bootstrap Admin Panel Framework,11345,3159,2016-04-08T08:30:20Z,2024-01-29T03:13:06Z,JavaScript
shoelace-style/shoelace,"A collection of professionally designed, every day UI components built on Web standards. Works with all frameworks as well as regular HTML/CSS/JS. 🥾",11341,688,2017-07-25T18:49:44Z,2024-01-30T05:23:05Z,TypeScript
ant-design/ant-design-mobile,Essential UI blocks for building mobile web apps.,11304,2336,2015-11-30T03:33:06Z,2024-01-30T03:30:49Z,TypeScript
summernote/summernote,Super simple WYSIWYG editor,11297,2253,2013-04-27T04:59:48Z,2024-01-30T05:29:46Z,JavaScript
invertase/react-native-firebase,🔥 A well-tested feature-rich modular Firebase implementation for React Native. Supports both iOS & Android platforms for all Firebase services.,11296,2225,2017-02-01T12:01:03Z,2024-01-29T10:06:59Z,JavaScript
nhn/tui.calendar,🍞📅A JavaScript calendar that has everything you need.,11294,1291,2017-09-11T00:21:04Z,2024-01-30T01:43:13Z,TypeScript
howdyai/botkit,"Botkit is an open source developer tool for building chat bots, apps and custom integrations for major messaging platforms.",11286,2363,2015-12-11T21:21:12Z,2024-01-29T17:25:52Z,TypeScript
barbajs/barba,"Create badass, fluid and smooth transitions between your website’s pages",11276,495,2015-11-12T20:08:53Z,2024-01-30T00:56:54Z,TypeScript
resend/react-email,💌 Build and send emails using React,11267,509,2022-09-19T19:24:54Z,2024-01-30T05:40:54Z,TypeScript
ptmt/react-native-macos,[deprecated in favor of https://microsoft.github.io/react-native-windows/] React Native for macOS is an experimental fork for writing desktop apps using Cocoa,11252,478,2015-10-04T15:22:01Z,2024-01-29T13:47:35Z,JavaScript
apitable/apitable,"🚀🎉📚 APITable, an API-oriented low-code platform for building collaborative apps and better than all other Airtable open-source alternatives. ",11244,956,2022-08-17T07:25:40Z,2024-01-30T03:44:31Z,TypeScript
jxnblk/mdx-deck,♠️ React MDX-based presentation decks,11240,656,2018-07-28T22:36:10Z,2024-01-26T19:22:48Z,JavaScript
DmitryBaranovskiy/raphael,JavaScript Vector Library,11220,1755,2008-09-02T05:34:33Z,2024-01-29T08:07:51Z,JavaScript
nextapps-de/flexsearch,Next-Generation full text search library for Browser and Node.js,11204,445,2018-02-25T12:40:24Z,2024-01-29T16:58:55Z,JavaScript
jquery/jquery-ui,The official jQuery user interface library.,11201,5386,2010-01-19T14:40:34Z,2024-01-30T04:49:39Z,JavaScript
noodle-run/noodle,Open Source Education Platform,11200,862,2022-05-19T03:44:15Z,2024-01-30T02:35:48Z,TypeScript
faker-js/faker,Generate massive amounts of fake data in the browser and node.js,11196,845,2022-01-07T17:22:27Z,2024-01-29T23:17:56Z,TypeScript
nukeop/nuclear,Streaming music player that finds free music for you,11193,1003,2016-09-22T22:58:21Z,2024-01-29T22:35:28Z,TypeScript
snabbdom/snabbdom,"A virtual DOM library with focus on simplicity, modularity, powerful features and performance.",11192,1123,2015-05-09T20:25:10Z,2024-01-30T02:33:17Z,TypeScript
nasa/openmct,A web based mission control framework. ,11190,1256,2015-06-02T18:40:28Z,2024-01-29T04:47:34Z,JavaScript
serverless/examples,"Serverless Examples – A collection of boilerplates and examples of serverless architectures built with the Serverless Framework on AWS Lambda, Microsoft Azure, Google Cloud Functions, and more.",11186,4500,2016-11-12T02:14:55Z,2024-01-29T13:56:21Z,JavaScript
vitest-dev/vitest,Next generation testing framework powered by Vite.,11179,968,2021-12-03T19:19:49Z,2024-01-30T03:41:13Z,TypeScript
expressjs/multer,Node.js middleware for handling `multipart/form-data`.,11171,1044,2014-01-30T18:16:04Z,2024-01-30T03:23:48Z,JavaScript
material-theme/vsc-material-theme,"Material Theme, the most epic theme for Visual Studio Code ",11167,805,2015-06-01T16:41:04Z,2024-01-29T06:55:57Z,TypeScript
bpampuch/pdfmake,Client/server side PDF printing in pure JavaScript,11164,2051,2014-01-21T16:00:18Z,2024-01-29T17:47:03Z,JavaScript
stylus/stylus,"Expressive, robust, feature-rich CSS language built for nodejs",11149,1188,2010-12-28T22:11:43Z,2024-01-29T06:10:57Z,JavaScript
javve/list.js,"The perfect library for adding search, sort, filters and flexibility to tables, lists and various HTML elements. Built to be invisible and work on existing HTML.",11136,977,2011-01-30T12:29:56Z,2024-01-28T22:42:14Z,JavaScript
glideapps/quicktype,"Generate types and converters from JSON, Schema, and GraphQL",11124,992,2017-07-13T00:22:50Z,2024-01-29T17:15:26Z,TypeScript
jaredpalmer/tsdx,Zero-config CLI for TypeScript package development,11103,509,2019-01-24T13:04:18Z,2024-01-29T15:48:51Z,JavaScript
spencermountain/compromise,modest natural-language processing,11094,697,2011-07-05T09:04:38Z,2024-01-29T20:42:38Z,JavaScript
formkit/auto-animate,"A zero-config, drop-in animation utility that adds smooth transitions to your web app. You can use it with React, Vue, or any other JavaScript application.",11092,193,2022-05-11T18:50:01Z,2024-01-29T21:36:35Z,TypeScript
jaredpalmer/razzle,✨ Create server-rendered universal JavaScript applications with no configuration,11091,964,2016-02-10T18:34:27Z,2024-01-28T17:35:12Z,JavaScript
chjj/blessed,A high-level terminal interface library for node.js.,11082,560,2013-01-27T17:30:00Z,2024-01-29T22:09:04Z,JavaScript
MetaMask/metamask-extension,:globe_with_meridians: :electric_plug: The MetaMask browser extension enables browsing Ethereum blockchain enabled websites,11050,4872,2015-09-06T16:34:48Z,2024-01-30T03:19:52Z,JavaScript
googleapis/google-api-nodejs-client,"Google's officially supported Node.js client library for accessing Google APIs. Support for authorization and authentication with OAuth 2.0, API Keys and JWT (Service Tokens) is included. ",11038,2009,2013-03-06T17:02:23Z,2024-01-29T18:27:02Z,TypeScript
callstack/linaria,Zero-runtime CSS in JS library,11028,432,2017-05-23T00:52:34Z,2024-01-30T01:26:26Z,TypeScript
Shopify/dashing,The exceptionally handsome dashboard framework in Ruby and Coffeescript.,11003,1223,2012-07-18T21:01:40Z,2024-01-27T10:14:56Z,JavaScript
jojoldu/junior-recruit-scheduler,주니어 개발자 채용 정보,10960,1699,2017-05-04T03:42:52Z,2024-01-30T05:35:35Z,JavaScript
HabitRPG/habitica,A habit tracker app which treats your goals like a Role Playing Game.,10956,3943,2012-06-06T22:49:48Z,2024-01-30T03:54:18Z,JavaScript
FreeTubeApp/FreeTube,An Open Source YouTube app for privacy,10950,666,2018-02-28T02:54:01Z,2024-01-30T05:48:32Z,JavaScript
aws/aws-cdk,The AWS Cloud Development Kit is a framework for defining cloud infrastructure in code,10916,3629,2017-10-04T19:22:36Z,2024-01-30T01:20:15Z,TypeScript
jacomyal/sigma.js,A JavaScript library aimed at visualizing graphs of thousands of nodes and edges,10904,1610,2012-03-11T15:17:40Z,2024-01-29T17:30:21Z,TypeScript
kusti8/proton-native,A React environment for cross platform desktop apps,10896,399,2017-11-21T22:56:18Z,2024-01-27T09:29:41Z,TypeScript
Infisical/infisical,♾ Infisical is the open-source secret management platform: Sync secrets across your team/infrastructure and prevent secret leaks.,10892,526,2022-08-05T13:50:00Z,2024-01-30T03:12:14Z,TypeScript
adobe/react-spectrum,"A collection of libraries and tools that help you build adaptive, accessible, and robust user experiences.",10884,879,2019-09-13T23:32:51Z,2024-01-30T03:33:57Z,TypeScript
GoogleChromeLabs/quicklink,⚡️Faster subsequent page-loads by prefetching in-viewport links during idle time,10883,434,2018-11-23T20:10:04Z,2024-01-30T05:38:02Z,JavaScript
listen1/listen1_chrome_extension,"one for all free music in china (chrome extension, also works for firefox)",10872,2021,2016-04-30T06:40:37Z,2024-01-29T06:40:05Z,JavaScript
qeeqbox/social-analyzer,"API, CLI, and Web App for analyzing and finding a person's profile in 1000 social media \ websites",10864,892,2020-11-30T19:04:26Z,2024-01-30T01:42:58Z,JavaScript
yargs/yargs," yargs the modern, pirate-themed successor to optimist.",10843,1053,2013-11-07T17:25:51Z,2024-01-30T01:34:09Z,JavaScript
josdejong/jsoneditor,"A web-based tool to view, edit, format, and validate JSON",10827,2037,2012-04-19T13:05:41Z,2024-01-29T17:15:17Z,JavaScript
githubnext/monaspace,An innovative superfamily of fonts for code,10806,178,2023-09-25T18:56:17Z,2024-01-30T05:35:00Z,TypeScript
microsoft/frontend-bootcamp,Frontend Workshop from HTML/CSS/JS to TypeScript/React/Redux,10799,1278,2019-02-24T16:11:55Z,2024-01-30T00:38:41Z,TypeScript
dangrossman/daterangepicker,"JavaScript Date Range, Date and Time Picker Component",10795,3382,2012-08-20T01:53:06Z,2024-01-29T19:34:17Z,JavaScript
withspectrum/spectrum,"Simple, powerful online communities.",10793,1278,2016-06-29T21:47:22Z,2024-01-29T11:15:54Z,JavaScript
wix/Detox,Gray box end-to-end testing and automation framework for mobile apps,10775,1949,2016-06-15T11:58:01Z,2024-01-30T05:26:04Z,JavaScript
styleguidist/react-styleguidist,Isolated React component development environment with a living style guide,10769,1488,2015-09-07T05:30:30Z,2024-01-29T05:55:08Z,TypeScript
browserstate/history.js,"History.js gracefully supports the HTML5 History/State APIs (pushState, replaceState, onPopState) in all browsers. Including continued support for data, titles, replaceState. Supports jQuery, MooTools and Prototype.  For HTML5 browsers this means that you can modify the URL directly, without needing to use hashes anymore. For HTML4 browsers it will revert back to using the old onhashchange functionality.",10762,1393,2011-01-20T14:10:05Z,2024-01-28T15:17:00Z,JavaScript
react-icons/react-icons,svg react icons of popular icon packs,10749,711,2015-10-23T12:36:30Z,2024-01-29T22:20:27Z,TypeScript
svgdotjs/svg.js,The lightweight library for manipulating and animating SVG,10746,1090,2012-12-15T10:26:54Z,2024-01-29T01:22:12Z,JavaScript
vega/vega,A visualization grammar.,10740,1493,2013-02-03T18:36:30Z,2024-01-29T23:36:06Z,JavaScript
honojs/hono,"Fast, Lightweight, Web-standards",10709,296,2021-12-14T20:05:30Z,2024-01-30T05:52:03Z,TypeScript
stylelint/stylelint,A mighty CSS linter that helps you avoid errors and enforce conventions.,10709,996,2014-12-04T16:25:23Z,2024-01-29T17:06:47Z,JavaScript
tinacms/tinacms,A fully open-source headless CMS that supports Markdown and Visual Editing,10703,544,2019-07-23T18:37:47Z,2024-01-30T05:27:55Z,TypeScript
ionic-team/capacitor,"Build cross-platform Native Progressive Web Apps for iOS, Android, and the Web ⚡️",10702,939,2017-11-18T21:38:09Z,2024-01-30T04:18:20Z,TypeScript
restify/node-restify,The future of Node.js REST development,10684,1025,2011-04-25T21:19:26Z,2024-01-29T13:16:02Z,JavaScript
FormidableLabs/victory,A collection of composable React components for building interactive data visualizations,10678,570,2015-07-02T22:36:50Z,2024-01-29T21:31:07Z,TypeScript
plasma-umass/scalene,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python with AI-powered optimization proposals",10676,372,2019-12-17T20:56:28Z,2024-01-30T03:00:07Z,JavaScript
kefranabg/readme-md-generator,📄 CLI that generates beautiful README.md files,10673,1357,2019-06-03T16:05:25Z,2024-01-29T17:34:13Z,JavaScript
Koenkk/zigbee2mqtt,"Zigbee 🐝 to MQTT bridge 🌉, get rid of your proprietary Zigbee bridges 🔨",10669,1574,2018-04-08T12:01:34Z,2024-01-30T04:27:21Z,JavaScript
openlayers/openlayers,OpenLayers,10662,2983,2012-06-20T06:53:59Z,2024-01-29T06:04:20Z,JavaScript
novnc/noVNC,VNC client web application,10642,2216,2010-04-07T01:55:44Z,2024-01-29T11:30:10Z,JavaScript
